source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp
1717987078400,44.98309734471892,0.09640645832988629,2.7367159160633827,18.629124,2.6976051
2989297243776,45.14638633341736,0.16035347705833,2.3588572979203497,17.871004,2.333805
3435974261120,45.06731931898188,0.1449008324220636,0.9682209173323193,20.345776,1.8699684
5192616270720,44.973695505951675,0.15520352990669245,8.053747022265128,16.282227,2.5112457
5330054601856,44.93981878613605,0.1581020728466545,0.22393729901181736,19.555052,
6085969468928,44.92562238641508,0.16883255950713438,0.5173925441436905,16.271992,0.98670864
6184753072384,44.93457303626023,0.17828582254034803,0.14943773382554038,19.676785,2.019989
6975027056128,44.976206974203215,0.19597223687938073,,21.246836,1.4903622
7902739996160,44.966482397119265,0.22398130507758646,,20.691017,1.7360954
8246337986176,44.999002909058504,0.23050062688755807,0.07507871274933353,17.374819,0.4749012
8250632981888,44.99858169313919,0.2307647023973472,0.7344243688428813,17.166658,0.9132881
11755326322560,45.321594692861574,0.2960128783193264,2.764855262197966,17.106558,2.261982
17149805245440,45.172877013315556,0.4036005073884775,1.6611671848228307,12.165601,0.9018049
18829136694400,44.801943506608076,0.20915458131318215,1.0160406895606786,18.81348,1.5712376
19073950365056,44.76186527457312,0.22878075061152325,,21.00705,0.9174652
19417547820416,44.86275041917339,0.2570324535461994,,21.777185,1.8280296
20551419502464,44.970591275280604,0.29903154575366553,-1.4652588515654112,20.259457,2.2125034
21990232688896,44.739119018679375,0.23615860687979826,0.33525103345035173,20.603737,2.1815186
22127671579520,44.75859538899197,0.2526889457414,2.545819588544048,18.80459,2.7257156
22162031318400,44.775550506784604,0.2604533994256641,0.23064275690652564,19.133093,1.2766876
23158463731840,44.686159626498025,0.2750771618163772,,20.858755,1.7812595
23673860405248,44.745836806957584,0.319143623264767,,20.82359,4.0391827
25804163974272,44.78383750741624,0.4056630489797799,1.4030863891670948,19.772112,1.9223728
25941602678272,44.82862688790876,0.3980127235954447,,21.539885,0.9355812
27797028794240,44.94827277336718,0.3689112482281414,0.7183552190557069,20.178772,1.4644547
28278064890752,45.01673886699824,0.4174975563109915,0.24316685992569304,17.266638,0.84872055
28690382326144,45.08863074267446,0.40230020899483276,-0.763071289903313,20.711582,1.886797
30034707100800,45.001654463074004,0.44755122107778456,1.0196363357300084,14.038215,0.9214077
31954557145216,44.85518643009974,0.4339651899018736,2.537861747897954,19.926126,2.5753136
32847910117248,44.910483791687675,0.4883689391725027,1.9280095212954311,19.033333,2.2897186
35772783438976,45.405425030081595,0.35231651820964777,0.6445190306504377,16.384365,1.0008488
36215164253184,45.38823050155253,0.3890075576624057,0.9080137030381632,19.376602,2.1100464
36593121374592,45.30333677626089,0.37363442549419695,0.3934035714833243,18.39188,1.1677876
36833639543552,45.35383095630243,0.38049475980059966,0.4274538814618681,19.239742,1.682373
37142877221376,45.33677854116265,0.40918778271745165,0.7349036650575227,19.863796,2.09371
39513699143680,45.42864439732056,0.49689599137221657,0.9521573529731859,19.56352,1.0409412
40269615256960,45.32846011790137,0.43919088031042386,0.3380636785966207,20.818598,1.3233433
40338332890752,45.32250951657933,0.44934080743534405,0.7342031325914785,19.166273,2.6661568
40544491499648,45.316967777539446,0.4580929560263642,0.485198120128767,17.455889,0.9270916
41751377913088,45.26137805295623,0.5185165479544758,0.5122438602537948,17.748514,1.5561752
42404212940032,45.3749912755266,0.5045438108376724,1.9026035702303894,16.36841,1.766284
44358424188288,45.50103852383003,0.49251918316613663,,20.869696,0.4380741
46115064697600,45.51779380515407,0.5857687458336455,1.8043001430876853,15.619401,1.4750843
50341311896192,45.42800747031535,0.6377949227951705,0.16547517335942744,19.826857,1.8162861
50955493303808,45.5117445270583,0.6449257165497324,,20.744144,2.1673965
52158083142656,45.47339858354982,0.6928540800798767,2.3322884581902126,18.48129,2.6965466
52810918339712,45.186899067065525,0.4674555554999383,0.7750065399093582,20.196146,2.114027
53291954684672,45.17640145956479,0.5163782912478717,1.5066413769161484,20.500868,1.7924995
53841710275072,45.21730556577348,0.5462412117530172,1.4803281376084916,18.955885,2.515667
55735791423104,45.32884512940796,0.5966386770080396,1.5066214196872123,13.720588,0.92515945
55907590116608,45.28305797256805,0.6074073487447209,2.4071932828893208,15.764267,2.1314077
56281251713280,45.23758271861715,0.5957548022536936,0.368729709205055,19.20813,2.1319923
56659208841728,45.282388199274564,0.6130547108969865,-0.7103051985001398,20.329887,0.32133293
59236189231232,45.093851547920316,0.647186816182515,0.3481319147656005,19.812527,1.062748
59618441826432,45.197606708437235,0.6383964724596453,2.9372043620193833,19.062483,2.8766556
60644939407360,45.17411656808138,0.6726064952296383,1.3755298690084667,20.484858,1.9620819
62298501446272,45.422906093107066,0.6751091566901212,0.8450007936597258,15.916855,0.93965054
62573379352832,45.41138877463178,0.6892004863968008,0.928105548386705,19.701782,2.4891415
63084480155136,45.30821640354866,0.6846855807093447,4.876159922185943,18.604958,3.3336124
64222646608896,45.45227444074271,0.720337894609594,,21.088005,1.8003845
64390150222080,45.46864234178085,0.722998947526889,0.5671005877357447,19.859745,1.6398697
64527588976640,45.49235357607225,0.7490159568586671,0.9468488435668773,17.908281,1.4841385
65317863171968,45.41210361474132,0.7648440301751572,2.5456218591018507,19.158674,2.9393654
65558381342976,45.46445059876883,0.7725039794284325,1.9682139606060551,20.226648,2.5476856
65734475278336,45.43254638458936,0.7849343726448116,1.298287169491379,17.737846,1.9112167
67654326057472,45.27068732065624,0.7663447487146677,0.6162895933854299,20.581966,2.8878822
70128226563840,45.34116448788052,0.8598996512833179,0.26894140609708095,20.221575,2.305954
70196945847936,45.32450811285839,0.8639812538350216,-0.432644147332566,20.211227,0.8308735
70746701412736,44.63187297434356,0.3490353268171563,0.8863045195550989,19.774508,2.567875
71365176670976,44.699902845405354,0.3893360556993523,1.9807717698028438,20.304514,1.0957565
71914932485120,44.61416181844637,0.39760553022507106,0.7249219296235527,20.12459,0.9672184
72155450687744,44.671345206139804,0.3941695830756688,3.2098762625527697,19.327713,2.2840958
72365904284032,44.606963732610524,0.4110428056807289,0.02293197445819207,20.501474,1.3468609
72915660096768,44.70097503399704,0.40783735086115896,-0.14930089097976476,20.111486,1.9488735
73358041642752,44.80615705214046,0.46177332516693137,3.6680253465464916,16.014671,1.9536657
74599287955072,44.7203288714168,0.49034301714069634,1.0716223007516719,18.884653,2.5715313
74736726926080,44.74296442615691,0.5100995017999478,,18.868393,2.926508
76209899818368,44.479991074566904,0.44745626802510796,2.6532632299381436,20.75258,1.6092396
77446850344832,44.6341979766789,0.4997924214707318,1.8109109757031632,12.781659,0.7555313
78958680338176,44.62156020008816,0.5606421506293613,,20.897503,1.4670963
82914344446976,44.88096166975116,0.6166738224551215,1.797629540393463,15.529118,1.4357777
84387517696000,44.76002905285797,0.5889072483211933,0.8489909261436088,18.542822,2.078928
84456237175680,44.74552385921564,0.5982045783853475,0.857762013795758,20.38941,0.5677643
88476326390528,44.478263571396994,0.5153972916294465,1.4316256177729765,15.898786,1.4091797
91023242674176,44.590440265404645,0.5975282377051147,2.4583862227185067,13.677025,1.0143614
93149252227584,44.45383735866407,0.6080339367343571,,20.840158,1.502264
96619584397184,44.482231157016386,0.7188390813198079,0.7310379595318057,18.768946,2.0093231
97620312437760,44.675019215242074,0.6753495186824875,0.7876427971267984,13.541017,1.0526752
98784248755072,44.629214059038055,0.7227025570329455,3.04203668026104,20.84667,1.5921059
99437083147904,44.7223480568636,0.7228669785854855,,19.9644,1.4315834
99956774643712,44.78179863085575,0.7634530656219564,,20.608475,1.6378956
100605314082816,44.745645398399745,0.7549842687843864,2.3966207348497437,15.272224,1.4819956
105484397154944,44.63550517441526,0.873055223218745,1.6128580799570105,18.55968,2.697527
106485124962432,45.02287574348042,0.6831008327045506,3.2392747555809214,16.302345,1.9511919
106515189451904,45.04387471687123,0.6810860824867387,-1.089786186404735,19.977709,1.5444069
106858786833152,44.96733019348494,0.6736841828814516,2.888567507214629,20.73473,1.8435841
107717780103296,44.997869553700966,0.744258267323258,,21.04637,1.8918457
110260400938496,44.89875612442283,0.7024914816769093,0.08905550047063897,20.65789,1.5273571
112081467622016,44.90689630548123,0.8031494684368297,0.06468235676616783,19.976898,2.3327084
112906100823936,45.05747186375635,0.8191114662614837,1.251894507713471,20.210018,1.6071701
